term,importance_weight
GEOPHYSICAL,0.7301264169773363
CLIMATIC,0.2559058710611908
ECOLOGICAL__bin,0.07439404711757462
ECONOMIC,0.05630505781540764
INTRASTATE,0.029442244233967216
INTERSTATE__bin,0.010682953189714276
POISONING__bin,0.0026111914008767776
TECHNOLOGICAL,0.002422838138840253
TERRORISM,0.0008433095163446836
