term,importance_weight
CLIMATIC_lead_avg,0.9980328678040039
ECOLOGICAL__bin_lead_avg,0.5385884619589939
ECONOMIC_lead_avg,0.0774630459523919
GEOPHYSICAL_lead_avg,0.03022974485201255
INTERSTATE__bin_lead_avg,0.022843008621339384
INTRASTATE_lead_avg,0.005017817384745914
POISONING__bin_lead_avg,0.0023799491840983404
TECHNOLOGICAL_lead_avg,0.0006870602293223655
TERRORISM_lead_avg,0.0003044261782569521
