Country,Continent,Year,Outbreak,CasesTotal,Deaths,CLIMATIC,ECOLOGICAL,ECOLOGICAL__bin,ECONOMIC,GEOPHYSICAL,GEOPHYSICAL__bin,INTERSTATE,INTERSTATE__bin,INTRASTATE,POISONING,POISONING__bin,TECHNOLOGICAL,TERRORISM,CLIMATIC_lag_avg,CLIMATIC_lead_avg,ECOLOGICAL_lag_avg,ECOLOGICAL_lead_avg,ECOLOGICAL__bin_lag_avg,ECOLOGICAL__bin_lead_avg,ECONOMIC_lag_avg,ECONOMIC_lead_avg,GEOPHYSICAL_lag_avg,GEOPHYSICAL_lead_avg,GEOPHYSICAL__bin_lag_avg,GEOPHYSICAL__bin_lead_avg,INTERSTATE_lag_avg,INTERSTATE_lead_avg,INTERSTATE__bin_lag_avg,INTERSTATE__bin_lead_avg,INTRASTATE_lag_avg,INTRASTATE_lead_avg,POISONING_lag_avg,POISONING_lead_avg,POISONING__bin_lag_avg,POISONING__bin_lead_avg,TECHNOLOGICAL_lag_avg,TECHNOLOGICAL_lead_avg,TERRORISM_lag_avg,TERRORISM_lead_avg,Outbreak_lag,Outbreak_lead
Afghanistan,Asia,1990,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,2.0,2.0,,2.4,,0.2,,0.2,,0.0,,0.8,,0.6,,0.0,,0.0,,1.0,,0.0,,0.0,,0.6,,20.2,,0.0
Afghanistan,Asia,1991,0,0,0,4.0,0.0,0,0.0,2.0,1,0.0,0,1.0,0.0,0,2.0,30.0,1.0,1.8,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,15.0,0.0,0.0
Afghanistan,Asia,1992,0,0,0,2.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,0.0,36.0,2.5,2.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.6,0.5,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8,16.0,8.0,0.0,0.0
Afghanistan,Asia,1993,0,0,0,3.0,1.0,1,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,20.0,2.3333333333333335,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.8,22.666666666666668,4.2,0.0,0.0
Afghanistan,Asia,1994,0,0,0,0.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,0.0,9.0,2.5,2.2,0.25,0.0,0.25,0.0,0.0,0.0,0.75,1.2,0.5,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.25,0.8,22.0,4.2,0.0,0.0
Afghanistan,Asia,1995,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,6.0,2.0,1.8,0.2,0.0,0.2,0.0,0.0,0.2,0.8,1.2,0.6,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.4,5.8,0.0,0.0
Afghanistan,Asia,1996,0,0,0,1.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,1.0,4.0,2.4,2.0,0.2,0.4,0.2,0.2,0.0,0.4,0.8,1.4,0.6,0.8,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.6,1.0,20.2,7.8,0.0,0.0
Afghanistan,Asia,1997,0,0,0,3.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,2.0,1.0,1.8,2.4,0.2,0.4,0.2,0.2,0.0,0.6,0.6,1.8,0.6,0.8,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.4,1.4,15.0,15.2,0.0,1.0
Afghanistan,Asia,1998,1,19,157,2.0,0.0,0,0.0,3.0,1,0.0,0,1.0,0.0,0,1.0,1.0,2.0,3.6,0.2,0.4,0.2,0.2,0.0,0.8,0.6,1.4,0.6,0.8,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.8,1.4,8.0,35.0,0.0,1.0
Afghanistan,Asia,1999,1,20728,135,2.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,0.0,9.0,1.8,3.6,0.0,0.4,0.0,0.2,0.0,1.0,1.2,1.4,0.8,0.8,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.8,2.0,4.2,50.8,1.0,1.0
Afghanistan,Asia,2000,1,1604,50,1.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,1.0,14.0,2.2,5.4,0.0,0.4,0.0,0.2,0.0,1.0,1.2,1.8,0.8,1.0,0.0,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.8,3.0,4.2,79.0,1.0,1.0
Afghanistan,Asia,2001,1,4499,114,2.0,2.0,1,1.0,2.0,1,1.0,1,1.0,0.0,0,1.0,14.0,1.8,7.4,0.0,0.0,0.0,0.0,0.2,1.0,1.2,1.6,0.8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,5.8,132.8,1.0,1.0
Afghanistan,Asia,2002,1,406691,3,5.0,0.0,0,1.0,3.0,1,0.0,0,1.0,0.0,0,4.0,38.0,2.0,7.8,0.4,0.0,0.2,0.0,0.4,1.0,1.4,1.0,0.8,0.8,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6,7.8,193.6,1.0,1.0
Afghanistan,Asia,2003,1,165,20,8.0,0.0,0,1.0,1.0,1,0.0,0,1.0,0.0,0,1.0,100.0,2.4,6.8,0.4,0.0,0.2,0.0,0.6,1.0,1.8,0.8,0.8,0.6,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,2.6,15.2,256.4,1.0,0.0
Afghanistan,Asia,2004,0,0,0,2.0,0.0,0,1.0,1.0,1,0.0,0,1.0,0.0,0,3.0,88.0,3.6,7.2,0.4,0.0,0.2,0.0,0.8,0.8,1.4,0.8,0.8,0.6,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,2.6,35.0,339.4,1.0,1.0
Afghanistan,Asia,2005,1,3245,0,10.0,0.0,0,1.0,2.0,1,0.0,0,1.0,0.0,0,6.0,155.0,3.6,6.0,0.4,0.0,0.2,0.0,1.0,0.8,1.4,0.6,0.8,0.6,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.2,50.8,416.8,0.0,0.0
Afghanistan,Asia,2006,0,0,0,12.0,0.0,0,1.0,1.0,1,0.0,0,1.0,0.0,0,2.0,283.0,5.4,4.4,0.4,0.0,0.2,0.0,1.0,0.8,1.8,0.4,1.0,0.4,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.4,79.0,444.4,1.0,0.0
Afghanistan,Asia,2007,0,0,0,7.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,1.0,342.0,7.4,5.0,0.0,0.0,0.0,0.0,1.0,0.8,1.6,0.6,1.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2,2.4,132.8,669.8,0.0,0.0
Afghanistan,Asia,2008,0,0,0,3.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,1.0,414.0,7.8,5.4,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,2.6,193.6,875.6,0.0,1.0
Afghanistan,Asia,2009,1,0,0,4.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,3.0,503.0,6.8,5.75,0.0,0.0,0.0,0.0,1.0,0.75,0.8,0.75,0.6,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,2.5,256.4,968.75,0.0,0.0
Afghanistan,Asia,2010,0,0,0,4.0,0.0,0,1.0,1.0,1,0.0,0,1.0,0.0,0,4.0,542.0,7.2,6.333333333333333,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.8,0.6666666666666666,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,2.0,339.4,1111.0,1.0,0.0
Afghanistan,Asia,2011,0,0,0,4.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,3.0,421.0,6.0,7.5,0.0,0.0,0.0,0.0,0.8,0.5,0.6,1.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2,1.5,416.8,1456.0,0.0,0.0
Afghanistan,Asia,2012,0,0,0,10.0,0.0,0,1.0,1.0,1,0.0,0,1.0,0.0,0,1.0,1469.0,4.4,5.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,1.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4,2.0,444.4,1443.0,0.0,0.0
Afghanistan,Asia,2013,0,0,0,5.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,2.0,1443.0,5.0,,0.0,,0.0,,0.8,,0.6,,0.6,,0.0,,0.0,,1.0,,0.0,,0.0,,2.4,,669.8,,0.0,
Albania,Europe,1990,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,,0.6,,0.6,,0.4,,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,,1.6,,0.0
Albania,Europe,1991,0,0,0,0.0,2.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0,1.0,1.0,0.0,0.6,0.0,0.2,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,0.0,0.0
Albania,Europe,1992,0,0,0,1.0,1.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3.0,0.0,0.6,1.0,0.0,0.5,0.0,0.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,10.2,0.0,0.0
Albania,Europe,1993,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2.0,0.3333333333333333,0.6,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,11.2,0.0,0.0
Albania,Europe,1994,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2.0,0.25,0.6,0.75,0.0,0.5,0.0,0.75,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.75,11.4,0.0,0.0
Albania,Europe,1995,0,0,0,2.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.6,0.0,0.4,0.0,1.0,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.8,11.8,0.0,1.0
Albania,Europe,1996,1,66,7,0.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,6.0,0.6,0.2,0.6,0.0,0.4,0.0,1.2,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6,10.8,0.0,0.0
Albania,Europe,1997,0,0,0,1.0,0.0,0,2.0,0.0,0,0.0,0,0.0,0.0,0,0.0,41.0,0.6,0.4,0.2,0.0,0.2,0.0,1.2,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,1.0,0.0
Albania,Europe,1998,0,0,0,0.0,0.0,0,1.0,1.0,1,0.0,0,0.0,0.0,0,0.0,7.0,0.6,0.4,0.0,0.0,0.0,0.0,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,1.4,0.0,0.0
Albania,Europe,1999,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3.0,0.6,0.8,0.0,0.0,0.0,0.0,1.4,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,11.2,0.8,0.0,0.0
Albania,Europe,2000,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2.0,0.6,1.2,0.0,0.0,0.0,0.0,1.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,11.4,0.4,0.0,0.0
Albania,Europe,2001,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.2,1.2,0.0,0.0,0.0,0.0,1.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,11.8,0.2,0.0,0.0
Albania,Europe,2002,0,0,0,2.0,0.0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,10.8,0.2,0.0,0.0
Albania,Europe,2003,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.4,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,2.6,0.0,0.0,0.0
Albania,Europe,2004,0,0,0,2.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.2,0.0,0.0
Albania,Europe,2005,0,0,0,2.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.2,0.0,0.0
Albania,Europe,2006,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,1.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.2,0.0,0.0
Albania,Europe,2007,0,0,0,2.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.2,0.0,0.0
Albania,Europe,2008,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,2.0,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.4,0.0,1.0
Albania,Europe,2009,1,0,0,1.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,0.0,1.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.25,0.0,0.0
Albania,Europe,2010,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0
Albania,Europe,2011,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.5,0.2,0.5,0.0,0.0
Albania,Europe,2012,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,1.0,1.0,0.0
Albania,Europe,2013,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,1.0,0.6,,0.0,,0.0,,0.0,,0.2,,0.2,,0.0,,0.0,,1.0,,0.0,,0.0,,0.8,,0.2,,0.0,
Algeria,Africa,1990,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,0.0,0.0,0,1.0,2.0,,1.2,,0.0,,0.0,,2.2,,0.4,,0.4,,0.0,,0.0,,1.0,,0.0,,0.0,,0.6,,193.6,,1.0
Algeria,Africa,1991,1,0,0,0.0,0.0,0,3.0,0.0,0,0.0,0,1.0,0.0,0,0.0,30.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,2.0,213.4,0.0,0.0
Algeria,Africa,1992,0,0,0,1.0,0.0,0,2.0,1.0,1,0.0,0,1.0,0.0,0,1.0,215.0,0.0,1.4,0.0,0.0,0.0,0.0,2.5,1.6,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.6,16.0,239.2,1.0,0.0
Algeria,Africa,1993,0,0,0,2.0,0.0,0,2.0,0.0,0,0.0,0,1.0,0.0,0,0.0,311.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.4,0.3333333333333333,0.2,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,82.33333333333333,207.2,0.0,0.0
Algeria,Africa,1994,0,0,0,3.0,0.0,0,3.0,1.0,1,0.0,0,1.0,0.0,0,1.0,227.0,0.75,0.6,0.0,0.0,0.0,0.0,2.25,0.8,0.25,0.2,0.25,0.2,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.6,139.5,183.0,0.0,0.0
Algeria,Africa,1995,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,1.0,185.0,1.2,1.6,0.0,0.0,0.0,0.0,2.4,0.6,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.6,0.6,157.0,173.6,0.0,1.0
Algeria,Africa,1996,1,0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,1.0,129.0,1.2,1.6,0.0,0.0,0.0,0.0,2.2,0.4,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,193.6,170.4,0.0,0.0
Algeria,Africa,1997,0,0,0,1.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,0.0,344.0,1.4,2.0,0.0,0.0,0.0,0.0,1.8,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,1.6,213.4,128.0,1.0,0.0
Algeria,Africa,1998,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,0.0,151.0,1.4,3.0,0.0,0.0,0.0,0.0,1.6,0.0,0.2,0.6,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,2.6,239.2,112.8,0.0,0.0
Algeria,Africa,1999,0,0,0,1.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,1.0,106.0,1.0,3.2,0.0,0.0,0.0,0.0,1.4,0.0,0.2,0.8,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,3.4,207.2,105.0,0.0,0.0
Algeria,Africa,2000,0,0,0,5.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,138.0,0.6,2.8,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.8,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,3.6,183.0,98.2,0.0,0.0
Algeria,Africa,2001,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,113.0,1.6,2.8,0.0,0.0,0.0,0.0,0.6,0.0,0.2,1.0,0.2,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,4.0,173.6,106.0,0.0,0.0
Algeria,Africa,2002,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,6.0,132.0,1.6,3.6,0.0,0.2,0.0,0.2,0.4,0.0,0.2,1.0,0.2,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,2.8,170.4,104.4,0.0,1.0
Algeria,Africa,2003,1,20,2,5.0,0.0,0,0.0,2.0,1,0.0,0,1.0,0.0,0,5.0,75.0,2.0,2.8,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.6,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,2.2,128.0,110.8,0.0,1.0
Algeria,Africa,2004,1,0,0,2.0,0.0,0,0.0,2.0,1,0.0,0,1.0,0.0,0,5.0,67.0,3.0,2.8,0.0,0.2,0.0,0.2,0.0,0.0,0.6,0.2,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,2.0,112.8,119.0,1.0,0.0
Algeria,Africa,2005,0,0,0,3.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,2.0,104.0,3.2,2.2,0.0,0.2,0.0,0.2,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.4,2.0,105.0,118.2,1.0,0.0
Algeria,Africa,2006,0,0,0,1.0,0.0,0,0.0,1.0,1,0.0,0,1.0,0.0,0,2.0,152.0,2.8,2.2,0.0,0.2,0.0,0.2,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6,1.6,98.2,90.8,0.0,0.0
Algeria,Africa,2007,0,0,0,7.0,1.0,1,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,124.0,2.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.8,106.0,74.2,0.0,0.0
Algeria,Africa,2008,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,2.0,107.0,3.6,1.0,0.2,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8,1.4,104.4,57.2,0.0,1.0
Algeria,Africa,2009,1,0,0,2.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,4.0,108.0,2.8,0.75,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2,0.75,110.8,44.5,0.0,0.0
Algeria,Africa,2010,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,2.0,100.0,2.8,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,119.0,26.0,1.0,0.0
Algeria,Africa,2011,0,0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,15.0,2.2,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,118.2,31.5,0.0,0.0
Algeria,Africa,2012,0,0,0,2.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,1.0,41.0,2.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,90.8,22.0,0.0,0.0
Algeria,Africa,2013,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0.0,22.0,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,1.8,,74.2,,0.0,
Angola,Africa,1990,0,0,0,0.0,0.0,0,1.0,0.0,0,0.0,0,1.0,0.0,0,2.0,205.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,1.8,,0.0,,0.0,,1.4,,23.8,,0.0
Angola,Africa,1991,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,2.0,0.0,0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,2.0,1.0,205.0,21.4,0.0,0.0
Angola,Africa,1992,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,2.0,0.0,0,1.0,50.0,0.0,0.2,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.0,0.0,0.0,2.0,0.8,110.5,12.8,0.0,0.0
Angola,Africa,1993,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,1.0,0.0,0,0.0,34.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.8,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,90.33333333333333,10.0,0.0,0.0
Angola,Africa,1994,0,0,0,0.0,0.0,0,2.0,0.0,0,0.0,0,2.0,0.0,0,1.0,9.0,0.0,0.2,0.0,0.0,0.0,0.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,0.0,0.0,0.0,0.0,1.25,1.0,76.25,15.0,0.0,1.0
