term,importance_weight
CLIMATIC,0.9874767612439435
TECHNOLOGICAL,0.33492260515483024
INTRASTATE,0.29695631859235927
GEOPHYSICAL__bin,0.23895922282266996
INTERSTATE,0.21326277187119322
ECONOMIC,0.19894877921864276
GEOPHYSICAL,0.18857605917184941
INTERSTATE__bin,0.17207331274331913
ECOLOGICAL,0.12986090419216048
ECOLOGICAL__bin,0.12187497638562783
POISONING,0.050002573873496554
POISONING__bin,0.025829066759308135
TERRORISM,0.01401506293173568
