term,importance_weight
CLIMATIC,0.7373754793265399
GEOPHYSICAL,0.32737937726601807
ECOLOGICAL,0.24065440380968559
ECOLOGICAL__bin,0.17448130657503785
GEOPHYSICAL__bin,0.13730228543552966
ECONOMIC,0.13027060751375924
INTERSTATE,0.10874239572097495
INTERSTATE__bin,0.06328967675753844
TECHNOLOGICAL,0.04510959176336785
INTRASTATE,0.012678984622130705
POISONING,0.007390717879185394
POISONING__bin,0.005239859708286011
TERRORISM,0.004976522020976323
