term,importance_weight
CLIMATIC,0.8267503392595147
ECOLOGICAL,0.4095892716507653
ECOLOGICAL__bin,0.2953691958927059
ECONOMIC,0.14915367642883545
GEOPHYSICAL,0.10548057952152828
GEOPHYSICAL__bin,0.08597877846565405
INTERSTATE,0.050231233444253544
INTERSTATE__bin,0.03018345293816471
TECHNOLOGICAL,0.015061637708063763
INTRASTATE,0.014585439432405003
POISONING,0.0074705018837174396
POISONING__bin,0.004478022811089137
TERRORISM,0.0019657612592307127
